"File","Line","Crate","RiskLevel","Context","Code"
"astraweave-ecs\tests\concurrency_tests.rs","124","astraweave-ecs","P3-Low","t2.join()","let e2 = t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","123","astraweave-ecs","P3-Low","t1.join()","let e1 = t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","119","astraweave-ecs","P3-Low","world3.lock()","let mut w = world3.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","160","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","425","astraweave-ecs","P3-Low","t2.join()","t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","489","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","420","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","303","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","310","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","316","astraweave-ecs","P3-Low","t1.join()","t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","317","astraweave-ecs","P3-Low","t2.join()","t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","319","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","320","astraweave-ecs","P3-Low","assert_eq!(w.get::<Position>(entity).unwrap().x, 15);","assert_eq!(w.get::<Position>(entity).unwrap().x, 15);"
"astraweave-ecs\tests\concurrency_tests.rs","321","astraweave-ecs","P3-Low","assert_eq!(w.get::<Velocity>(entity).unwrap().dx, 4);","assert_eq!(w.get::<Velocity>(entity).unwrap().dx, 4);"
"astraweave-ecs\tests\concurrency_tests.rs","335","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","345","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","350","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","354","astraweave-ecs","P3-Low","t1.join()","t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","355","astraweave-ecs","P3-Low","t2.join()","t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","357","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","424","astraweave-ecs","P3-Low","t1.join()","t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","374","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","292","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","277","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","278","astraweave-ecs","P3-Low","let pos = w.get::<Position>(entity).unwrap();","let pos = w.get::<Position>(entity).unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","228","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","415","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","407","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","396","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","392","astraweave-ecs","P3-Low","t2.join()","t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","391","astraweave-ecs","P3-Low","t1.join()","let alive = t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","213","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","223","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","275","astraweave-ecs","P3-Low","t2.join()","t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","382","astraweave-ecs","P3-Low","world1.lock()","let w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","233","astraweave-ecs","P3-Low","t2.join()","t2.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","235","astraweave-ecs","P3-Low","world.lock()","let w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","251","astraweave-ecs","P3-Low","world.lock()","let mut w = world.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","261","astraweave-ecs","P3-Low","world1.lock()","let mut w = world1.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","268","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","387","astraweave-ecs","P3-Low","world2.lock()","let mut w = world2.lock().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","274","astraweave-ecs","P3-Low","t1.join()","t1.join().unwrap();"
"astraweave-ecs\tests\concurrency_tests.rs","232","astraweave-ecs","P3-Low","t1.join()","t1.join().unwrap();"
"astraweave-input\benches\input_benchmarks.rs","27","astraweave-input","P3-Low","b.iter(|| black_box(serde_json::to_string(&binding)","b.iter(|| black_box(serde_json::to_string(&binding).unwrap()))"
"astraweave-input\benches\input_benchmarks.rs","41","astraweave-input","P3-Low","black_box(serde_json::from_str(&serialized)","let _: Binding = black_box(serde_json::from_str(&serialized).unwrap());"
"astraweave-llm\benches\cache_stress_test.rs","32","astraweave-llm","P3-Low","self.misses.lock()","*self.misses.lock().unwrap() += 1;"
"astraweave-llm\benches\cache_stress_test.rs","29","astraweave-llm","P3-Low","self.hits.lock()","*self.hits.lock().unwrap() += 1;"
"astraweave-llm\benches\cache_stress_test.rs","38","astraweave-llm","P3-Low","self.store.lock()","let mut store = self.store.lock().unwrap();"
"astraweave-llm\benches\cache_stress_test.rs","49","astraweave-llm","P3-Low","self.hits.lock()","let hits = *self.hits.lock().unwrap();"
"astraweave-llm\benches\cache_stress_test.rs","50","astraweave-llm","P3-Low","self.misses.lock()","let misses = *self.misses.lock().unwrap();"
"astraweave-llm\benches\cache_stress_test.rs","61","astraweave-llm","P3-Low","self.hits.lock()","*self.hits.lock().unwrap() = 0;"
"astraweave-llm\benches\cache_stress_test.rs","62","astraweave-llm","P3-Low","self.misses.lock()","*self.misses.lock().unwrap() = 0;"
"astraweave-llm\benches\cache_stress_test.rs","263","astraweave-llm","P3-Low","handle.join()","handle.join().unwrap();"
"astraweave-llm\benches\cache_stress_test.rs","27","astraweave-llm","P3-Low","self.store.lock()","let store = self.store.lock().unwrap();"
"astraweave-llm\benches\resilience_benchmarks.rs","345","astraweave-llm","P3-Low","breakers.get(""phi3"")","assert!(!breakers.get(""phi3"").unwrap().can_proceed());"
"astraweave-llm\benches\resilience_benchmarks.rs","342","astraweave-llm","P3-Low","breakers.get(""claude"")","assert!(breakers.get(""claude"").unwrap().can_proceed());"
"astraweave-llm\benches\resilience_benchmarks.rs","341","astraweave-llm","P3-Low","breakers.get(""gpt4"")","assert!(breakers.get(""gpt4"").unwrap().can_proceed());"
"astraweave-llm\benches\resilience_benchmarks.rs","337","astraweave-llm","P3-Low","breakers.get(""phi3"")","breakers.get(""phi3"").unwrap().record_failure();"
"astraweave-llm\benches\resilience_benchmarks.rs","105","astraweave-llm","P3-Low","self.state.lock()","self.state.lock().unwrap().current_state"
"astraweave-llm\src\ab_testing.rs","822","astraweave-llm","P3-Low","framework.get_results(&experiment_id).await","let results = framework.get_results(&experiment_id).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","820","astraweave-llm","P3-Low","framework.record_outcome(outcome).await","framework.record_outcome(outcome).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","805","astraweave-llm","P3-Low","framework.start_experiment(&experiment_id).await","framework.start_experiment(&experiment_id).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","804","astraweave-llm","P3-Low","framework.create_experiment(experiment).await","let experiment_id = framework.create_experiment(experiment).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","795","astraweave-llm","P3-Low","assignment","let assignment = assignment.unwrap();"
"astraweave-llm\src\ab_testing.rs","792","astraweave-llm","P3-Low",".unwrap();",".unwrap();"
"astraweave-llm\src\ab_testing.rs","770","astraweave-llm","P3-Low","framework.create_experiment(experiment).await","let experiment_id = framework.create_experiment(experiment).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","777","astraweave-llm","P3-Low","framework.get_experiment(&experiment_id).await","let stopped = framework.get_experiment(&experiment_id).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","776","astraweave-llm","P3-Low","framework.stop_experiment(&experiment_id).await","framework.stop_experiment(&experiment_id).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","773","astraweave-llm","P3-Low","framework.get_experiment(&experiment_id).await","let running = framework.get_experiment(&experiment_id).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","772","astraweave-llm","P3-Low","framework.start_experiment(&experiment_id).await","framework.start_experiment(&experiment_id).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","761","astraweave-llm","P3-Low","framework.get_experiment(&experiment_id).await","let retrieved = framework.get_experiment(&experiment_id).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","758","astraweave-llm","P3-Low","framework.create_experiment(experiment).await","let experiment_id = framework.create_experiment(experiment).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","787","astraweave-llm","P3-Low","framework.start_experiment(&experiment_id).await","framework.start_experiment(&experiment_id).await.unwrap();"
"astraweave-llm\src\ab_testing.rs","786","astraweave-llm","P3-Low","framework.create_experiment(experiment).await","let experiment_id = framework.create_experiment(experiment).await.unwrap();"
"astraweave-llm\tests\integration_tests.rs","179","astraweave-llm","P3-Low","result","let plan = result.unwrap();"
"astraweave-llm\tests\integration_tests.rs","313","astraweave-llm","P3-Low","handle.join()","handle.join().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","445","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","82","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","311","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","318","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","327","astraweave-memory","P3-Low","validator.validate_batch(&actions, &storage)","let results = validator.validate_batch(&actions, &storage).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","341","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","360","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","364","astraweave-memory","P3-Low","manager.update_from_profile(&storage)","manager.update_from_profile(&storage).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","379","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","385","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","391","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","405","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","408","astraweave-memory","P3-Low","manager.update_from_profile(&storage)","manager.update_from_profile(&storage).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","414","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","417","astraweave-memory","P3-Low","manager.update_from_profile(&storage)","manager.update_from_profile(&storage).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","428","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","434","astraweave-memory","P3-Low","to_memory()",".store_memory(&create_support_episode(&format!(""heal_{}"", i), ""heal"", 0.9, 0.85).to_memory().unwrap())"
"astraweave-memory\tests\adaptive_behavior_tests.rs","435","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","437","astraweave-memory","P3-Low","to_memory()",".store_memory(&create_support_episode(&format!(""buff_{}"", i), ""buff"", 0.85, 0.8).to_memory().unwrap())"
"astraweave-memory\tests\adaptive_behavior_tests.rs","438","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","444","astraweave-memory","P3-Low","to_memory()",".store_memory(&create_support_episode(&format!(""bad_{}"", i), ""bad_action"", 0.3, 0.2).to_memory().unwrap())"
"astraweave-memory\tests\adaptive_behavior_tests.rs","302","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","450","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","297","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","276","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","96","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","103","astraweave-memory","P3-Low","manager.update_from_profile(&storage)","manager.update_from_profile(&storage).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","134","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","137","astraweave-memory","P3-Low","manager.update_from_profile(&storage)","manager.update_from_profile(&storage).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","150","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","167","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","170","astraweave-memory","P3-Low","manager.update_from_profile(&storage)","manager.update_from_profile(&storage).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","181","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","192","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","197","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","214","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","225","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","230","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","241","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","246","astraweave-memory","P3-Low",".unwrap();",".unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","255","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","260","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","264","astraweave-memory","P3-Low","validator.validate_action(""buff"", ""combat"", &storage)","validator.validate_action(""buff"", ""combat"", &storage).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","269","astraweave-memory","P3-Low","validator.validate_action(""buff"", ""combat"", &storage)","validator.validate_action(""buff"", ""combat"", &storage).unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","283","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\adaptive_behavior_tests.rs","123","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","141","astraweave-memory","P3-Low","detector.detect_playstyle_patterns(&storage)","let patterns = detector.detect_playstyle_patterns(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","377","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","247","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","251","astraweave-memory","P3-Low","detector.analyze_companion_effectiveness(&storage)","let effectiveness = detector.analyze_companion_effectiveness(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","262","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","467","astraweave-memory","P3-Low","builder.build_profile(&storage)","let profile2 = builder.build_profile(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","464","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","458","astraweave-memory","P3-Low","builder.build_profile(&storage)","let profile1 = builder.build_profile(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","455","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","448","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","440","astraweave-memory","P3-Low","builder.build_profile(&storage)","let profile = builder.build_profile(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","436","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","424","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","415","astraweave-memory","P3-Low","builder.build_profile(&storage)","let profile = builder.build_profile(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","237","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","411","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","392","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","381","astraweave-memory","P3-Low","builder.build_profile(&storage)","let profile = builder.build_profile(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","274","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","365","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","358","astraweave-memory","P3-Low","builder.build_profile(&storage)","let profile2 = builder.build_profile(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","355","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","347","astraweave-memory","P3-Low","builder.build_profile(&storage)","let profile = builder.build_profile(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","343","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","338","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","319","astraweave-memory","P3-Low","builder.build_profile(&storage)","let profile = builder.build_profile(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","315","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","292","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","401","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","225","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","213","astraweave-memory","P3-Low","detector.detect_action_sequences(&storage, 3)","let sequences = detector.detect_action_sequences(&storage, 3).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","209","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","283","astraweave-memory","P3-Low","detector.get_category_distribution(&storage)","let distribution = detector.get_category_distribution(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","85","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","97","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","110","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","114","astraweave-memory","P3-Low","detector.detect_playstyle_patterns(&storage)","let patterns = detector.detect_playstyle_patterns(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","279","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","137","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","149","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","158","astraweave-memory","P3-Low","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","162","astraweave-memory","P3-Low","detector.detect_playstyle_patterns(&storage)","let patterns = detector.detect_playstyle_patterns(&storage).unwrap();"
"astraweave-memory\tests\pattern_tests.rs","175","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\pattern_tests.rs","125","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","257","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 1);"
"astraweave-memory\tests\storage_tests.rs","255","astraweave-memory","P3-Low","storage.prune_unimportant(0.5)","let pruned = storage.prune_unimportant(0.5).unwrap();"
"astraweave-memory\tests\storage_tests.rs","252","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 3);"
"astraweave-memory\tests\storage_tests.rs","250","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""prune2"", MemoryType::Episodic, 0.3, vec![])).unwrap();","storage.store_memory(&create_test_memory(""prune2"", MemoryType::Episodic, 0.3, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","249","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""prune1"", MemoryType::Episodic, 0.2, vec![])).unwrap();","storage.store_memory(&create_test_memory(""prune1"", MemoryType::Episodic, 0.2, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","96","astraweave-memory","P3-Low","storage.get_memory(""crud_test_001"").unwrap()","let updated_retrieved = storage.get_memory(""crud_test_001"").unwrap().unwrap();"
"astraweave-memory\tests\storage_tests.rs","246","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","231","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""sem_high"", MemoryType::Semantic, 0.95, vec![])).unwrap();","storage.store_memory(&create_test_memory(""sem_high"", MemoryType::Semantic, 0.95, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","234","astraweave-memory","P3-Low","storage.query_by_type_and_importance(MemoryType::Episodic, 0.5, 10)","let results = storage.query_by_type_and_importance(MemoryType::Episodic, 0.5, 10).unwrap();"
"astraweave-memory\tests\storage_tests.rs","230","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""ep_high"", MemoryType::Episodic, 0.9, vec![])).unwrap();","storage.store_memory(&create_test_memory(""ep_high"", MemoryType::Episodic, 0.9, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","229","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""ep_low"", MemoryType::Episodic, 0.3, vec![])).unwrap();","storage.store_memory(&create_test_memory(""ep_low"", MemoryType::Episodic, 0.3, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","227","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","214","astraweave-memory","P3-Low","storage.query_important(0.7, 10)","let important = storage.query_important(0.7, 10).unwrap();"
